NestID,EggLetter,YEAR,TYPE,FEMID,MALEID,CLTCHSIZ,SAMDOY,LAYDOY,AGEATSAM,ESTORD,KNOWNORD,MASS,LENGTH,WIDTH,VOLUME,YOLKMAS,ALBMAS,SHELMAS,MEANSTR,KIT,NOTESLP,NOTESPE,SampleID,Carot_conc_ugml,Carot_ug_g,Carot_ug_yolk,T_concentration,Yolk_sample_mass,Tng_yolkg,Tng_yolkmg,YolkTug,FDOY,AGE,ECTO,BMASS,TARSUS,CONDIT,MEANYAS,h.theta.fem,h.phi.fem,r.vec.fem,lum.fem,fem.scaled.mass,h.theta.egg,h.phi.egg,r.vec.egg,r.max.egg,r.achieved.egg,lum.egg,THICKNESS
SF01,C,2009,EXP,886,,4,122,122,0,3,3,6.08,2.9735,2.115,6.703771807,1.207,3.69,0.391,,LP,clean,,SF01_3_N,2.973,59.459,71.768,3.06,0.49,4.50114,0.00450114,5.43287598,125,5,20,86.28,38.6,0.51042067,4.5,0.330675021,-0.965344174,0.252203212,0.248583926,84.92604957,2.509125629,-1.179316369,0.156772471,0.270461674,0.579647639,0.195667718,0.07
PE58,A,2008,CONT,617,661,3,162,158,4,2,,6.26,2.954,2.17,7.010685662,,,,,PE,,,,,,,,,,,,130,1,2,91.5,39.4,1.05664511,4.5,0.305196602,-0.842291244,0.29027449,0.169083246,86.62134799,2.358289389,-1.275697786,0.138774865,0.261294866,0.531104445,0.335934574,0.08
AE03,D,2008,,,,4,122,117,5,1,,5.56,2.755,1.9935,5.518037145,4.711,,0.556,177.67,PE,too advanced for separation at all/ yolk weight = combined weight alb/yolk/embryo,NEED DNA,,,,,,,,,,,,,,,,,,,,,,2.417591057,-1.243278274,0.151413823,0.264035134,0.573460888,0.299992426,0.09
AE07,B,2008,EXP,645,,4,138,136.5,1.5,2.5,,6.43,2.851,2.1675,6.750655818,1.596,3.951,0.588,212,PE,,,AE07_B_N,3.068,58.43,93.254,6.14,0.51,9.38655,0.00938655,14.9809338,143,5,0,87.8,40.4,2.23652434,3.5,0.306089292,-0.89993803,0.268939227,0.173677284,79.25315999,2.358213888,-1.271875737,0.145943038,0.261600704,0.557884728,0.305032095,0.09
DA03,A,2009,EXP,882,,4,119,119,0,1.5,,5.6,2.961,2.112,6.656666075,1.011,3.174,0.674,,LP,clean,,DA03_1A_N,3.311,66.216,66.945,,,,,,121,5,1,85.71,37.7,-0.3618682,3,0.282324793,-0.982444371,0.250958498,0.304323795,88.23270524,2.474757779,-1.215804109,0.157769931,0.266624236,0.591731395,0.215258007,0.09
EM22,A,2009,STD,,,4,124,122,2,1,1,5.63,2.9595,2.1375,6.814925736,1.106,3.639,0.484,,LP,,,,,,,,,,,,,,,,,,,,,,,,2.303671591,-1.309756865,0.13010876,0.258766429,0.502803862,0.252599053,0.09
FC18,B,2008,EXP,602,700,4,147,143,4,1,,6.81,3.048,2.1895,7.364366575,2.656,2.691,0.714,141.33,PE,"cracked - advanced stage (2-3), trace alb in yolk, trace yolk in alb, beginnings of embryo present in yolk",frozen then thawed,FC18_1B_N,4.446,88.919,236.169,,,,,,119,6,0,83.8,39,1.03098837,5,,,,,80.88498896,2.47520477,-1.262451942,0.145471629,0.262374273,0.554443189,0.29332194,0.09
HX03,A,2008,EXP,18895,,4,133,129,4,3,,6.28,3.043,2.1795,7.285279791,1.207,4.128,0.515,174,LP,beautiful,,HX03_A_N,4.649,88.546,106.875,2.22,0.5,3.336,0.003336,4.026552,133,6,2,79.2,37.9,0.15462201,5,0.294603134,-0.878794372,0.277323253,0.252651203,80.71557556,2.510980558,-1.192415099,0.170145658,0.269030156,0.632440842,0.202620786,0.09
HX03,C,2008,EXP,18895,,4,133,129,4,4,,6.4,3.106,2.1025,6.919966576,1.202,4.493,0.499,161,LP,beautiful,,HX03_C_N,4.946,94.208,113.239,2.46,0.5,3.6885,0.0036885,4.433577,133,6,2,79.2,37.9,0.15462201,5,0.294603134,-0.878794372,0.277323253,0.252651203,80.71557556,2.505142174,-1.183749029,0.170006929,0.269970352,0.62972444,0.205112168,0.09
LP28,B,2008,EXP,49266,,4,146,141,5,1,,6.52,2.837,2.205,6.951956722,1.222,3.758,0.505,176,LP,"stage = 1.25, yolk clean, trace yolk in alb",,LP28_B_N,3.014,60.27,75.941,1.75,0.52,2.73624,0.00273624,3.4476624,120,6,1,93.9,37.5,-0.9600333,2.5,0.24585339,-0.951570118,0.259556728,0.230025875,97.64563834,2.457664697,-1.236787267,0.147794817,0.264624293,0.558508121,0.226582604,0.09
LP28,D,2008,EXP,49266,,4,146,142,4,2,,6.27,2.753,2.1515,6.422726794,1.199,3.737,0.616,194,LP,"stage = 1.5, trace alb in yolk, separation ok",,LP28_D_N,2.541,50.811,61.024,0.99,0.49,1.4553,0.0014553,1.7478153,120,6,1,93.9,37.5,-0.9600333,2.5,0.24585339,-0.951570118,0.259556728,0.230025875,97.64563834,2.402880623,-1.274419999,0.13911208,0.261396609,0.532187776,0.241578272,0.09
LR11,C,2009,STD,,,4,117,116,1,3,3,6.51,3.1105,2.2005,7.591078594,1.483,4.192,0.473,,LP,clean,,LR11_3_N,3,60,88.98,5.93,0.5,8.8905,0.0088905,13.1846115,,,,,,,,,,,,,2.409213613,-1.233967677,0.145147895,0.264884516,0.547966705,0.202396572,0.09
LR23,D,2009,EXP,893,,4,129,129,0,4,4,5.99,2.756,2.1815,6.610285,1.749,2.675,0.72,,LP,clean. Yolk hard,,LR23_4_N,2.324,46.486,81.305,,,,,,134,6,2,89.2,36.9,-1.3315381,4,0.362458099,-0.926187973,0.264924109,0.234577833,95.64481335,2.33259504,-1.271100472,0.149909701,0.261663294,0.572910699,0.236085002,0.09
LR28,A,2009,EXP,891,,4,133,130,3,1,1,6.24,2.904,2.0085,5.90433269,,,,,LP,No NA in yolk mass column?,,LR28_1_N,2.608,49.678,,,,,,,133,6,15,88,36.9,-1.2731989,5,0.296105476,-1.020396659,0.241484198,0.287558827,94.35811182,2.402933135,-1.223870521,0.149518382,0.265837987,0.562441748,0.203903299,0.09
LR28,D,2009,EXP,891,,4,133,133,0,4,4,6.55,2.9175,2.0885,6.413725377,,,,,LP,No NA in yolk mass column?,,LR28_4_N,2.351,44.788,,,,,,,133,6,15,88,36.9,-1.2731989,5,0.296105476,-1.020396659,0.241484198,0.287558827,94.35811182,2.498462247,-1.180387635,0.144157302,0.270342283,0.533239938,0.225138298,0.09
LR31,D,2009,EXP,49278,,4,133,133,0,4,4,7.03,3.0205,2.1215,6.851654398,1.365,4.365,0.737,,LP,CLEAN,,LR31_4_N,3.23,64.595,88.172,,,,,,,,,,,,,,,,,,2.512237522,-1.217184784,0.137624046,0.266488099,0.516435994,0.239672949,0.09
MC02,C,2008,EXP1,49287,,4,129,126.5,2.5,3.5,,6.7,2.98,2.159,7.00087116,0.939,3.188,0.049,,LP,"C is cracked and mold inside egg - managed to get small yolk sample, med. albumen sample and tiny shell",cracked and mold,MC02_C_N,2.77,52.767,,3.86,0.5,5.7825,0.0057825,,135,6,0,90.5,38.6,0.30526112,4.5,0.334976244,-0.857441531,0.28641415,0.166492829,89.07982714,2.498266772,-1.238438808,0.143219403,0.264473084,0.541527332,0.266766484,0.09
PE08,A,2008,STD,,,3,117,113.5,3.5,1.5,,6.47,3.0685,2.077,6.671594733,1.846,3.53,0.638,165.67,PE,,one predated,,,,,,,,,,,,,,,,,,,,,,2.388623152,-1.257090209,0.13274861,0.262826885,0.505080025,0.346093525,0.09
PE08,B,2008,STD,,,3,117,113.5,3.5,1.5,,6.61,3.0275,2.107,6.773977651,1.668,3.868,0.631,170.33,PE,,,,,,,,,,,,,,,,,,,,,,,,2.373712124,-1.255393691,0.136733632,0.262971999,0.519955099,0.370791028,0.09
PE27,B,2008,EXP,634,,4,130,123,7,1.5,,6.37,3.053,2.131,6.987538925,1.119,2.159,,188,PE,not whole samples,,PE27_B_N,2.527,50.541,,4.1,0.51,6.26535,0.00626535,,,,,,,,,,,,,,2.214329249,-1.307530138,0.136782601,0.258921087,0.528279109,0.345034799,0.09
PE51,A,2008,,,,3,162,159,3,3,,7.11,2.97,2.1685,7.038916911,,,0.652,172.5,PE,addled,,,,,,,,,,,,,,,,,,,,,,,2.281823935,-1.258923887,0.142928418,0.262671069,0.544134603,0.288607938,0.09
SF01,B,2009,EXP,886,,4,122,122,0,1.5,,6.23,3.0965,2.0945,6.846401278,1.255,3.85,0.532,,LP,clean,,SF01_1B_N,3.905,78.108,98.026,1.81,0.5,2.709,0.002709,3.399795,125,5,20,86.28,38.6,0.51042067,4.5,0.330675021,-0.965344174,0.252203212,0.248583926,84.92604957,2.492432449,-1.194789961,0.146715513,0.268777163,0.545863018,0.195156564,0.09
SR03,D,2009,EXP,878,,5,114,114,0,4,4,6.85,2.8065,2.232,6.693375546,1.111,4.845,0.618,,LP,clean,,SR03_4_A,5,95.238,105.81,,,,,,115,6,0,102.27,39.5,0.6330507,4,0.30483288,-0.996641117,0.249768122,0.260925891,96.35193471,2.454610458,-1.234147142,0.142908359,0.264867875,0.539545835,0.239774497,0.09
SU17,B,2008,EXP,802,,4,143,139.5,3.5,3,,6.09,2.809,2.15,6.54423966,1.182,3.961,0.484,197.67,LP,b is less developed than c or d. stage 1,,SU17_B_N,5.392,107.838,140.459,,,,,,143,5,10,92.7,40.7,2.2983059,3,0.31512383,-0.935766871,0.261153913,0.214518697,82.50818276,2.473260418,-1.233650253,0.146054636,0.264913975,0.551328542,0.232807367,0.09
AE03,A,2008,,,,4,122,120,2,4,,5.82,2.896,2.0455,6.107001992,1.256,3.323,0.813,214,PE,clean separation,NEED DNA,,,,,,,,,,,,,,,,,,,,,,2.333242446,-1.261625807,0.146466789,0.262443418,0.558089014,0.299345507,0.1
AE03,B,2008,,,,4,122,118,4,2,,5.86,2.876,2.014,5.879472327,1.636,2.759,0.659,165,PE,too advanced for accurate separation/ comparison  Use for DNA/ sex?,NEED DNA,,,,,,,,,,,,,,,,,,,,,,2.451441787,-1.186152277,0.165149105,0.269706931,0.612327998,0.277530739,0.1
AE04,A,2008,CONT,638,637,4,125,121,4,1.5,,5.87,3.0465,1.952,5.850477933,2.244,2.23,0.828,175.75,PE,too advanced for clean separation,A cracked not frozen,,,,,,,,,,137,1,0,80.8,37.7,-0.1231636,2.5,0.348497201,-0.928887469,0.261356069,0.260959748,83.17818905,2.412249657,-1.239516818,0.145665939,0.264374867,0.550982551,0.305189476,0.1
AE04,D,2008,CONT,638,637,4,125,123,2,3,,6.01,3.014,1.992,6.027711428,1.715,3.075,0.605,157.5,PE,"too advanced for clean separation, but better than A/B",A cracked not frozen,,,,,,,,,,137,1,0,80.8,37.7,-0.1231636,2.5,0.348497201,-0.928887469,0.261356069,0.260959748,83.17818905,2.39882804,-1.237445785,0.150236445,0.264563894,0.567864507,0.263157662,0.1
AE07,D,2008,EXP,645,,4,138,138,0,4,4,7.1,2.9815,2.1995,7.269646328,1.61,4.322,0.701,223.5,PE,,,AE07_D_N,4.297,85.946,138.373,8.59,0.5,12.891,0.012891,20.75451,143,5,0,87.8,40.4,2.23652434,3.5,0.306089292,-0.89993803,0.268939227,0.173677284,79.25315999,2.42421556,-1.216937368,0.152764878,0.266512447,0.573199789,0.278702155,0.1
AE09C,C,2008,EXP,629,731,4,157,156,1,3,3,6.55,3.0505,2.1275,6.958901724,1.299,3.826,0.78,,PE,clean separation - some alb maybe lost through crack,,AE09C_3_N,1.797,34.234,44.47,8.25,0.51,12.61485,0.01261485,16.38669015,135,1,0,77.5,36.7,-0.9627308,2.5,0.297663991,-0.822581615,0.296049191,0.156982315,83.96201366,2.335129546,-1.277492144,0.141732638,0.261152843,0.542719108,0.313413382,0.1
AE09C,D,2008,EXP,629,731,4,157,157,0,4,4,6.4,3.0445,2.063,6.530478001,1.297,3.784,0.744,169,PE,clean separation - some alb maybe lost through crack,,AE09C_4_N,3.014,60.27,78.171,7.01,0.51,10.72071,0.01072071,13.90476087,135,1,0,77.5,36.7,-0.9627308,2.5,0.297663991,-0.822581615,0.296049191,0.156982315,83.96201366,2.42001237,-1.238906884,0.130900553,0.264430391,0.4950284,0.381802819,0.1
DA03,B,2009,EXP,882,,4,119,119,0,1.5,,5.02,2.8665,1.992,5.73272555,1.011,3.314,0.492,,LP,clean - missing a tiny trace of yolk though_(stuk to kimwipe) alb all - shell all_ calcluate up?,,DA03_1B_N,3.405,64.865,60.389,,,,,,121,5,1,85.71,37.7,-0.3618682,3,0.282324793,-0.982444371,0.250958498,0.304323795,88.23270524,2.437645683,-1.234524446,0.152667971,0.264832924,0.576469002,0.21792437,0.1
DA03,C,2009,EXP,882,,4,119,118,1,3.5,,5.99,2.998,2.058,6.399601121,1.102,3.875,0.559,,LP,clean,,DA03_2A_A,3.595,71.892,79.225,,,,,,121,5,1,85.71,37.7,-0.3618682,3,0.282324793,-0.982444371,0.250958498,0.304323795,88.23270524,2.437820693,-1.237947809,0.150552937,0.264517945,0.569159636,0.242659573,0.1
EM09,B,2009,EXP,885,,3,118,118,0,2,2,6.71,2.9875,2.1255,6.802376551,1.217,4.205,0.6,,LP,clean -  trace yolk on kim wipe,,EM09_2_N,3.986,79.73,97.27,13.81,0.51,21.12777,0.02112777,25.7758794,124,5,0,79.5,37.8,0.04003721,5,0.312604494,-1.047148467,0.239374426,0.285055478,81.42905116,2.397642215,-1.243063423,0.150843751,0.264054415,0.571260095,0.220836884,0.1
EM22,B,2009,STD,,,4,124,123,1,2,2,5.93,3.0435,2.085,6.668312761,1.259,3.813,0.556,,LP,,,EM22_2_N,2.446,46.589,58.656,,,,,,,,,,,,,,,,,,2.420555955,-1.243771801,0.145090667,0.263990901,0.549604802,0.22985634,0.1
EM22,D,2009,STD,,,4,125,125,0,4,4,5.46,3.0355,2.0375,6.351203211,1.126,3.455,0.501,,LP,,,,,,,,,,,,,,,,,,,,,,,,2.434443133,-1.236249918,0.139691114,0.264673684,0.527786186,0.258343044,0.1
HX03,B,2008,EXP,18895,,4,133,129,4,2,,6.36,2.9735,2.1785,7.112357986,1.192,4.363,0.491,187.25,LP,beautiful,,HX03_B_N,4.973,94.723,112.91,2.67,0.5,4.005,0.004005,4.77396,133,6,2,79.2,37.9,0.15462201,5,0.294603134,-0.878794372,0.277323253,0.252651203,80.71557556,2.537993193,-1.197639008,0.158684687,0.268476278,0.591056641,0.236560244,0.1
LP19,A,2008,EXP,643,,4,141,137.5,3.5,1,1,5.98,2.7265,2.06,5.831368402,1.589,3.017,0.617,227.67,PE,"stage = 2, addled - alb in yolk, yolk in alb",,,,,,,,,,,141,6,0,95.8,38,-0.5524037,4,0.321340122,-0.887896558,0.271152031,0.22958432,97.14564605,2.30318626,-1.277881775,0.143037762,0.261122136,0.547781064,0.282143078,0.1
LP19,D,2008,EXP,643,,4,141,139.5,1.5,4,,6.61,2.8065,2.15,6.53841531,1.43,4.409,0.539,233.33,PE,stage = 1,,LP19_D_N,3.973,75.676,108.216,16,0.5,24.006,0.024006,34.32858,141,6,0,95.8,38,-0.5524037,4,0.321340122,-0.887896558,0.271152031,0.22958432,97.14564605,2.397715092,-1.229071818,0.148145222,0.265342596,0.558316773,0.239515287,0.1
LP28,A,2008,EXP,49266,,4,146,143,3,3,,6.6,2.83,2.2385,7.147121571,1.29,3.78,0.47,,LP,"cracked and separated in field. Alb might be off, but otherwise good.",,LP28_A_N,4.919,93.694,120.865,3.09,0.48,4.45392,0.00445392,5.7455568,120,6,1,93.9,37.5,-0.9600333,2.5,0.24585339,-0.951570118,0.259556728,0.230025875,97.64563834,2.450127911,-1.244598169,0.143511287,0.263917013,0.543774291,0.227346703,0.1
LR06,D,2009,EXP,880,,4,114,114,0,4,4,6.97,3.201,2.222,7.965340026,1.261,4.577,0.552,,LP,clean,,LR06_4_N,2.851,51.843,65.374,4.8,0.5,7.197,0.007197,9.075417,115,6,0,94.4,37.8,-0.6843413,3,0.281580965,-0.939914126,0.258077911,0.26225733,96.6905966,2.34894344,-1.260654403,0.146902491,0.262524998,0.559575249,0.249685267,0.1
LR07,B,2009,STD,,,4,112,111,1,2,2,6.64,2.989,2.258,7.680762329,1.333,4.307,0.643,,LP,clean,,LR07_2_N,4.203,84.054,112.044,,,,,,,,,,,,,,,,,,2.394369619,-1.262306438,0.140291214,0.262386435,0.534674034,0.284607961,0.1
LR07,C,2009,STD,,,4,112,112,0,3,3,6.64,2.9735,2.2,7.25343696,1.318,4.494,0.624,,LP,clean,,LR07_3_N,4.351,82.883,109.24,,,,,,,,,,,,,,,,,,2.299507819,-1.293671941,0.138322282,0.259916826,0.53217902,0.298789223,0.1
LR11,B,2009,STD,,,4,117,115,2,2,2,6.43,3.0975,2.1485,7.20630381,1.385,4.1,0.618,,LP,clean,,LR11_2_N,2.784,55.676,77.111,4.16,0.5,6.2445,0.0062445,8.6486325,,,,,,,,,,,,,2.429079141,-1.228189883,0.139104803,0.26542596,0.52408138,0.212133611,0.1
LR23,A,2009,EXP,893,,4,129,127,2,1,1,5.09,2.554,2.073,5.531590646,1.266,1.076,0.526,,LP,clean.  Might have lost a bit of both yolk and alb,,LR23_1_N,4.257,81.081,102.649,,,,,,134,6,2,89.2,36.9,-1.3315381,4,0.362458099,-0.926187973,0.264924109,0.234577833,95.64481335,2.381398336,-1.254677912,0.149463639,0.263033499,0.568230431,0.22440065,0.1
LR28,B,2009,EXP,891,,4,133,131,2,2,2,6.8,2.933,2.087,6.438541474,1.603,2.561,0.85,,LP,"GOOD. Lost alb though. all bit frozen/""hard""",,LR28_2_N,1.878,37.568,60.221,,,,,,133,6,15,88,36.9,-1.2731989,5,0.296105476,-1.020396659,0.241484198,0.287558827,94.35811182,2.433842313,-1.207201557,0.14852062,0.267487122,0.555244001,0.210167062,0.1
LR31,A,2009,EXP,49278,,4,133,131,2,1,1,7.12,2.9565,2.1575,6.936015078,1.816,1.978,0.962,,LP,TRACE ALB IN YOLK.,,LR31_1_N,2.176,43.514,73.973,,,,,,,,,,,,,,,,,,2.364043614,-1.264209497,0.145801256,0.262227886,0.556009729,0.219882132,0.1
LR31,C,2009,EXP,49278,,4,133,133,0,3,3,7.12,3.1035,2.1375,7.146518676,1.451,4.46,0.644,,LP,CLEAN,,LR31_3_N,3.23,61.519,89.264,,,,,,,,,,,,,,,,,,2.417168516,-1.241346721,0.139201135,0.264209015,0.526859898,0.224246604,0.1
MC02,A,2008,EXP1,49287,,4,129,126.5,2.5,3.5,,7.1,3.053,2.23,7.651860905,1.262,4.983,0.607,170.25,LP,separation = “doesn’t get much better than that”!,,MC02_A_N,3.811,72.587,91.605,6.48,0.55,10.69695,0.01069695,13.4995509,135,6,0,90.5,38.6,0.30526112,4.5,0.334976244,-0.857441531,0.28641415,0.166492829,89.07982714,2.549187959,-1.182276536,0.163523919,0.270132779,0.605346453,0.225923495,0.1
MC02,D,2008,EXP1,49287,,4,129,126.5,2.5,1.5,,6.99,2.99,2.273,7.782327599,1.317,4.666,0.517,196.33,LP,"stage looks like 1.5 after separation, def not 2 but slightly more advanced than others",226?,MC02_D_N,2.797,53.282,70.172,3.13,0.49,4.59522,0.00459522,6.05190474,135,6,0,90.5,38.6,0.30526112,4.5,0.334976244,-0.857441531,0.28641415,0.166492829,89.07982714,2.511167826,-1.200478764,0.158830655,0.268179208,0.592255666,0.225072358,0.1
PE16,D,2008,EXP,49273,,4,124,123,1,4,4,6.78,3.268,2.2355,8.231176849,1.241,3.021,0.718,189.33,LP,confirm identity of 2A vs 2B in pics/notes....not labelled on eggs... 2 (without a dot) is cracked and moldy,,PE16_4_N,2.392,47.838,59.367,6.54,0.5,9.816,0.009816,12.181656,124,6,0,89.7,36.8,-1.4558461,4.5,0.339333518,-0.957671428,0.254038895,0.286442132,96.67813254,2.542094489,-1.145413604,0.171787632,0.274459603,0.625912264,0.228873128,0.1
PE21,A,2008,CONT,606,,4,123,119.5,3.5,1.5,,5.82,2.806,2.009,5.707922616,,,,,PE,,,,,,,,,,,,123,1,2,95.8,40.3,1.74759628,3,0.321243288,-0.817067764,0.28606158,0.110270951,86.88255555,2.437016659,-1.206669316,0.152743367,0.267541343,0.570915003,0.260233255,0.1
PE24,C,2008,STD,,,4,124,120.5,3.5,1.5,,6.31,2.0655,2.0655,6.291724745,2.858,1.612,0.723,185.67,PE,"alb and yolk mixed, trace of yolk on shell",,,,,,,,,,,,,,,,,,,,,,,2.302332634,-1.303685171,0.136660728,0.259191603,0.527257545,0.349694007,0.1
PE27,C,2008,EXP,634,,4,130,123,7,3.5,,6.24,2.974,2.0805,6.487941733,1.149,3.912,0.669,185.67,PE,stage = 1,,PE27_C_N,4.095,77.992,89.613,5.68,0.5,8.52,0.00852,,,,,,,,,,,,,,2.249059513,-1.292827207,0.143628935,0.259979386,0.552462782,0.325867196,0.1
PE31,A,2008,CONT,634,,4,136,133,3,4,,5.88,2.7555,2.042,5.79085149,,,,,PE,,,,,,,,,,,,135,6,0,81.7,38.1,0.23308199,3,0.319057669,-0.893506857,0.268930266,0.230565712,82.43492897,2.299948583,-1.269049159,0.144623189,0.261829809,0.552355704,0.283933045,0.1
PE31,C,2008,CONT,634,,4,136,132,4,3,,5.91,2.789,2.069,6.017277384,,,,,PE,,,,,,,,,,,,135,6,0,81.7,38.1,0.23308199,3,0.319057669,-0.893506857,0.268930266,0.230565712,82.43492897,2.22353228,-1.277782607,0.139695495,0.261129947,0.534965431,0.353326895,0.1
PE32,A,2008,EXP,633,,4,135,133,2,3,,7.73,3.0435,2.275,7.939015403,1.433,5.017,0.697,170.25,PE,,,PE32_A_N,3.581,68.211,97.746,7.38,0.5,11.0625,0.0110625,15.8525625,135,1,2,91,38.2,-0.1190469,4,0.343530888,-0.886624883,0.273957279,0.206217746,91.36243546,2.458128899,-1.188049943,0.165763372,0.269500389,0.615076557,0.225867155,0.1
PE32,C,2008,EXP,633,,4,135,132,3,2,,7.87,3.275,2.2945,8.689963751,1.864,5.27,0.588,187.75,PE,too advanced for clean separation,,PE32_C_N,3.365,64.093,,,,,,,135,1,2,91,38.2,-0.1190469,4,0.343530888,-0.886624883,0.273957279,0.206217746,91.36243546,2.397804003,-1.234206913,0.155875654,0.264862335,0.588515745,0.255297979,0.1
PE45,A,2008,CONT,607,,3,146,142,4,3,,6.63,2.749,2.1915,6.654083192,,,,,PE,addled,,,,,,,,,,,124,1,0,98.2,38.1,-0.5690821,5,0.331509845,-0.865834007,0.278154787,0.22468325,99.08335403,2.479899171,-1.201249363,0.153982902,0.268099081,0.574350726,0.250729423,0.1
PE46,A,2008,CONT,663,,4,146,144.5,1.5,3.5,,6.41,2.947,2.044,6.205438206,,,,,PE,addled,,,,,,,,,,,150,5,10,86.7,38.5,0.39000195,1,0.244014998,-0.956570217,0.254607078,0.210203473,85.7611067,2.40240719,-1.195972809,0.157565935,0.268651897,0.586505946,0.253980029,0.1
PE53,C,2008,CONT,635,660,3,159,155.5,3.5,3,3,6.12,2.8425,2.054,6.04410344,,,,,PE,,,,,,,,,,,,136,1,0,83.7,36.9,-1.06415,3.5,0.33238233,-0.900356658,0.268543639,0.25312965,89.74743136,2.351518824,-1.213468386,0.159313473,0.266856019,0.597001611,0.244253649,0.1
PE54,D,2008,CONT,680,,4,159,155.5,3.5,1,,6.58,2.997,2.057,6.39125084,,,0.763,173,PE,addled,,,,,,,,,,,160,6,0,86,38.1,0.02403316,3.5,0.335147421,-0.919018297,0.260259595,0.283352596,86.77360944,2.318787419,-1.286371136,0.143182647,0.260464661,0.549720052,0.315329548,0.1
PE58,C,2008,CONT,617,661,3,162,159,3,3,,5.6,2.4875,2.0015,5.022325021,,,,,PE,,,,,,,,,,,,130,1,2,91.5,39.4,1.05664511,4.5,0.305196602,-0.842291244,0.29027449,0.169083246,86.62134799,2.412147856,-1.274668158,0.139443257,0.26137681,0.533495135,0.3315989,0.1
SF01,A,2009,EXP,886,,4,122,122,0,1.5,,5.92,3.018,2.135,6.933388417,1.2,3.86,0.58,,LP,clean,,SF01_1A_N,3.784,75.676,90.811,8.64,0.49,12.70668,0.01270668,15.248016,125,5,20,86.28,38.6,0.51042067,4.5,0.330675021,-0.965344174,0.252203212,0.248583926,84.92604957,2.433532981,-1.230533045,0.143743635,0.265205045,0.542009428,0.173853422,0.1
SF01,D,2009,EXP,886,,4,123,123,0,4,4,5.1,2.858,2.057,6.09482646,0.945,3.066,0.518,,LP,clean,,SF01_4_N,3.473,69.459,65.639,3.51,0.48,5.0472,0.0050472,4.769604,125,5,20,86.28,38.6,0.51042067,4.5,0.330675021,-0.965344174,0.252203212,0.248583926,84.92604957,2.493070525,-1.191484496,0.149610609,0.269129837,0.555904951,0.208952047,0.1
SR01,A,2009,EXP,879,,4,112,112,0,2.5,,5.97,2.8275,2.043,5.507407089,1.097,3.863,0.516,,LP,clean,,SR01_1A_A,3.514,63.882,70.079,4.39,0.51,6.72282,0.00672282,7.37493354,115,6,1,86.6,37.5,-0.6051364,4,0.277974517,-0.93666287,0.258434106,0.224158506,90.05444388,2.505884826,-1.20328747,0.15571099,0.267888154,0.581253733,0.208919805,0.1
SR01,B,2009,EXP,879,,4,112,112,0,2.5,,5.43,2.7705,1.986,5.747006124,1.214,3.184,0.481,,LP,clean but yolk broke,,SR01_B_N,6.784,135.676,164.71,5.8,0.52,9.0402,0.0090402,10.9748028,115,6,1,86.6,37.5,-0.6051364,4,0.277974517,-0.93666287,0.258434106,0.224158506,90.05444388,2.458327498,-1.223133745,0.151009253,0.265908893,0.567898471,0.198187343,0.1
SR03,B,2009,EXP,878,,5,113,113,0,2,2,6.88,2.837,2.247,6.997698147,1.186,4.866,0.577,,LP,clean,,SR03_2_N,4.216,76.658,90.917,,,,,,115,6,0,102.27,39.5,0.6330507,4,0.30483288,-0.996641117,0.249768122,0.260925891,96.35193471,2.408122795,-1.238321358,0.147713731,0.264483808,0.558498202,0.222556527,0.1
SU02,A,2008,EXP,49272,,4,123,119.5,3.5,2,,6.31,3.0235,2.0475,6.388344533,1.52,3.613,0.598,183.75,LP,,,SU02_A_N,3.135,59.717,90.77,3.87,0.52,6.04188,0.00604188,9.1836576,123,6,0,85.9,39,0.92889476,3.5,0.346534153,-0.931080301,0.25911014,0.240543758,82.91193976,2.510544049,-1.203764377,0.151982996,0.267839007,0.567441603,0.260002235,0.1
SU02,C,2008,EXP,49272,,4,123,121,2,3.5,3,6.28,2.975,2.0565,6.34125086,1.464,3.554,0.656,206.67,LP,,,SU02_3_N,2.662,50.708,74.236,2.36,0.5,3.534,0.003534,5.173776,123,6,0,85.9,39,0.92889476,3.5,0.346534153,-0.931080301,0.25911014,0.240543758,82.91193976,2.543081559,-1.194887346,0.154549684,0.268766831,0.575032577,0.261585938,0.1
SU02,D,2008,EXP,49272,,4,123,122,1,3.5,4,6.26,2.997,2.0905,6.60111993,1.329,3.921,0.619,191.25,LP,,,SU02_4_N,2.243,44.865,59.625,3.08,0.49,4.52025,0.00452025,6.00741225,123,6,0,85.9,39,0.92889476,3.5,0.346534153,-0.931080301,0.25911014,0.240543758,82.91193976,2.587350163,-1.143301267,0.15923077,0.274723121,0.579604545,0.238491178,0.1
SU13,B,2008,EXP,625,,3,134,130.5,3.5,1,1,6.2,2.7315,2.0805,6.038969252,1.178,3.839,0.766,227.33,PE,"yolk pure sample, but alb has traces of yolk in it.... advanced...stage 1.5",,SU13_B_N,2.419,48.378,,2.46,0.5,3.693,0.003693,,134,6,0,82.8,35.7,-2.2203956,5,0.319953274,-0.802552955,0.301817285,0.218861976,94.53821357,2.343348626,-1.279443404,0.144286081,0.260999531,0.552821228,0.332700381,0.1
